"Site number"	"Site name"	"Transect number"	"Transect point number"	"Measurement taken in thalweg"	"Depth (m)"	"Bed substrate"	"Embeddedness (percent)"	"Silt present"	"Woody debris present"	"Overhanging vegetation present"	"Undercut banks"	"Boulders"	"Aquatic macrophytes"	"Manmade structure"	"Too turbid to determine if cover features exist"	"No habitat features"	"Habitat features not classified"
05535100	"Skokie River at Glencoe, IL"	10	2	FALSE	0.15	4	10	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
05535100	"Skokie River at Glencoe, IL"	10	3	TRUE	0.25	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05535100	"Skokie River at Glencoe, IL"	10	4	FALSE	0.2	1	10	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
05535100	"Skokie River at Glencoe, IL"	10	5	FALSE	0	-	-	No Observation	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05535100	"Skokie River at Glencoe, IL"	11	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
05535100	"Skokie River at Glencoe, IL"	11	2	FALSE	0.15	4	30	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05535100	"Skokie River at Glencoe, IL"	11	3	FALSE	0.35	1	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05535100	"Skokie River at Glencoe, IL"	11	4	FALSE	0.35	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05535100	"Skokie River at Glencoe, IL"	11	5	FALSE	0	-	-	No Observation	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	1	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	1	2	FALSE	0.13	3	60	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	1	3	FALSE	0.1	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	1	4	TRUE	0.23	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	1	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	2	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	2	2	FALSE	0.22	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	2	3	TRUE	0.29	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	2	4	FALSE	0.17	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	2	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	3	1	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	3	2	TRUE	0.24	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	3	3	FALSE	0.13	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	3	4	FALSE	0.17	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	3	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	5	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	5	2	TRUE	0.53	2	100	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	5	3	FALSE	0.41	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	5	4	FALSE	0.35	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	5	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	6	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	6	2	FALSE	0.54	2	100	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	6	3	FALSE	0.85	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	6	4	TRUE	1	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	6	5	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	7	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	7	2	FALSE	0.29	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	7	3	TRUE	0.43	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	7	4	FALSE	0.41	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	7	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	8	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	8	2	FALSE	0.38	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	8	3	FALSE	0.4	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	8	4	TRUE	0.43	3	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	8	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	9	1	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	9	2	FALSE	0.82	2	100	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	9	3	TRUE	0.65	2	100	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	9	4	FALSE	0.47	2	100	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	9	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	10	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	10	2	FALSE	0.62	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	10	3	FALSE	0.78	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	10	4	TRUE	0.84	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	10	5	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	11	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	11	2	FALSE	0.42	3	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	11	3	TRUE	0.52	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	11	4	FALSE	0.37	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536176	"Plum Cr at Richton Rd nr Sauk Village, IL"	11	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	1	1	FALSE	0.4	2	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	1	2	TRUE	0.46	4	20	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	1	3	FALSE	0.37	4	30	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	1	4	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	1	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	2	1	TRUE	0.46	4	60	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	2	2	FALSE	0.4	4	50	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	2	3	FALSE	0.37	2	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	2	4	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	2	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	3	1	FALSE	0.55	7	35	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	3	2	TRUE	0.61	4	90	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	3	3	FALSE	0.4	7	60	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	3	4	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	3	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	4	1	FALSE	0.21	2	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	4	2	TRUE	0.85	3	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	4	3	FALSE	0.46	2	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	4	4	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	4	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	5	1	FALSE	0.76	2	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	5	2	FALSE	1.34	2	0	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	5	3	FALSE	0	-	-	No Observation	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	5	4	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	6	1	FALSE	0.49	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	6	2	TRUE	0.82	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	6	3	FALSE	0.49	2	0	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	6	4	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	6	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	7	1	FALSE	0.88	4	90	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	7	2	TRUE	0.88	4	90	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	7	3	FALSE	0.82	4	90	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	7	4	FALSE	0	-	-	No Observation	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	7	5	FALSE	0	-	-	No Observation	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	8	1	FALSE	0.61	1	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	8	2	TRUE	0.98	1	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	8	3	FALSE	0.61	2	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	8	4	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	8	5	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	9	1	FALSE	0.58	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	9	2	TRUE	1.1	3	90	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	9	3	FALSE	0.67	2	0	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	9	4	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	9	5	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	10	1	FALSE	0.8	2	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	10	2	TRUE	0.95	2	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	10	3	FALSE	0.3	2	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	10	4	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	10	5	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	11	1	FALSE	0.37	2	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	11	2	TRUE	0.52	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	11	3	FALSE	0.34	3	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536236	"Deer Creek near Glenwood, IL"	11	4	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536236	"Deer Creek near Glenwood, IL"	11	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	1	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	1	2	FALSE	0.32	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	1	3	TRUE	0.36	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	1	4	FALSE	0.3	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	1	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	2	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	2	2	FALSE	0.37	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	2	3	FALSE	0.38	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	2	4	TRUE	0.41	3	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	2	5	FALSE	0	-	-	No Observation	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	3	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	3	2	FALSE	0.25	5	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	3	3	FALSE	0.33	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	3	4	TRUE	0.78	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	3	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	4	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	4	2	FALSE	0.19	5	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	4	3	TRUE	0.21	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	4	4	FALSE	0.16	5	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	4	5	FALSE	0	-	-	No Observation	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	5	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	5	2	FALSE	0.22	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	5	3	TRUE	0.27	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	5	4	FALSE	0.22	5	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	5	5	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	6	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	6	2	FALSE	0.17	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	6	3	TRUE	0.27	5	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	6	4	FALSE	0.3	5	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	6	5	FALSE	0	-	-	No Observation	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	7	1	FALSE	0	-	-	No Observation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	7	2	FALSE	0.24	5	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	7	3	FALSE	0.2	5	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
05536248	"Butterfield Cr at Country Club Rd nr Flossmoor, IL"	7	4	TRUE	0.21	5	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
